@relation C__Users_Haomeng_Desktop_Creativity_of_emoticon_recognition_emoticons

@attribute text string
@attribute @@class@@ {negative,positive,undefined}

@data
'Grilling #HillaryClinton on #Benghazi could backfire... Here\'s why https://t.co/ou6hF1vmDh #usa #politics',negative
'Grilling #HillaryClinton on #Benghazi could backfire... Here\'s why https://t.co/Ji0oV5cWqI #usa #politics',negative
'Grilling #HillaryClinton on #Benghazi could backfire... Here\'s why https://t.co/zZcdFmknTJ #usa #politics',negative
'Grilling #HillaryClinton on #Benghazi could backfire... Here\'s why https://t.co/zhhUSs6QEZ #usa #politics',negative
'Grilling #HillaryClinton on #Benghazi could backfire... Here\'s why https://t.co/uIvj83oUHo #usa #politics',negative
'RT @HillaryIn2016: Looking on RealClearPolitics, Hillary\'s NH average is now +0.2\%--looks like it\'s really official she\'s back in the lead …',negative
'RT @MO4Hillary: As we head into tomorrow\'s hearings, remind everyone you stand with #HillaryClinton #ImWithHer \nhttps://t.co/pCBXEj4cAs',negative
'RT @MO4Hillary: As we head into tomorrow\'s hearings, remind everyone you stand with #HillaryClinton #ImWithHer \nhttps://t.co/pCBXEj4cAs',negative
'Dark Reality Of Today\'s \"Utopias\"\nhttps://t.co/6QbYdUbclp\n#Bernie2016 #Hillary2016\n#WeThePeople #tcot\n#WakeUpAmerica https://t.co/lmhd8mJl2r',negative
'RT @Stonewall_77: Dark Reality Of Today\'s \"Utopias\"\nhttps://t.co/6QbYdUbclp\n#Bernie2016 #Hillary2016\n#WeThePeople #tcot\n#WakeUpAmerica http…',negative
'RT @BRMorgenstern: Watch @KennedyNation tonight at 8pm on FBN cuz @Gavin_McInnes @dagenmcdowell &amp; I talk #JoeBiden #HillaryClinton #Putin\'s…',negative
'RT @Stonewall_77: Dark Reality Of Today\'s \"Utopias\"\nhttps://t.co/6QbYdUbclp\n#Bernie2016 #Hillary2016\n#WeThePeople #tcot\n#WakeUpAmerica http…',negative
'@KennedyNation @BRMorgenstern @dagenmcdowell @Gavin_McInnes #sharks #hillaryclinton #putin\'snipples #joebiden DVR don\'t fail me now.',negative
'Everyday Americans need a champion - that\'s why @HillaryClinton is running for president. #Hillary2016 #ImWithHer https://t.co/XAcLIhxxXG',negative
'#JoeBiden \'s announcement was clearly designed to minimize the impact of #HillaryClinton \'s appearance before #BenghaziCommittee #EarlyXmas',negative
'#JoeBiden says he won\'t run for #president, a boost for #HillaryClinton https://t.co/FJNADXcFpE',negative
'RT @BRMorgenstern: Watch @KennedyNation tonight at 8pm on FBN cuz @Gavin_McInnes @dagenmcdowell &amp; I talk #JoeBiden #HillaryClinton #Putin\'s…',negative
'RT @myrtamerlino: Senza #Biden la strada di #Hillary è sempre più in discesa...L\'ex First lady è pronta a planare direttamente nello Studio…',negative
'Someone on #Periscope has a problem w/ my #Hillary2016 avatar because I\'m in London. \n\nThey could only be #Trump sympathisers...',negative
'You can\'t stump the @realDonaldTrump\n\nhttps://t.co/CdFY0AIL9w\n\n#BernieSanders stumped, #HillaryClinton stumped, when #Trump isn\'t even there',negative
'RT @StrengthenTheUS: No children, it\'s not Halloween. It\'s just the wicked witch melting. https://t.co/bRxsKXOU5l #Hillary2016 #Hillary htt…',negative
'RT @Stonewall_77: Dark Reality Of Today\'s \"Utopias\"\nhttps://t.co/6QbYdUbclp\n#Bernie2016 #Hillary2016\n#WeThePeople #tcot\n#WakeUpAmerica http…',negative
'RT @Stonewall_77: Dark Reality Of Today\'s \"Utopias\"\nhttps://t.co/6QbYdUbclp\n#Bernie2016 #Hillary2016\n#WeThePeople #tcot\n#WakeUpAmerica http…',negative
'#Sanders2016 pro #LGBT rights since 70\'s @BernieSanders #FEELtheBERN #FEELtheREAL #DontBeDuped by #Hillary2016 #p2  https://t.co/KAn2ZFd9eE',negative
'#YouNeedToUnderstandThat there is a chain of names who gave orders don\'t rescue in #Benghazi A horrific act-negligent homicide #Hillary2016',negative
'RT @SpreadButter: #YouNeedToUnderstandThat there is a chain of names who gave orders don\'t rescue in #Benghazi A horrific act-negligent hom…',negative
'🔵 Is media that doesn\'t follow Benghazi $ really media? #MSMfail15 #HillaryBias #HillaryClinton @maddow https://t.co/rrdCm444GC',negative
'#JoeBiden, you\'re not helping #HillaryClinton or the party but insisting Hillary is misspeaking about her enemies, the Repubs. It\'s true.',negative
'RT @Stonewall_77: Dark Reality Of Today\'s \"Utopias\"\nhttps://t.co/6QbYdUbclp\n#Bernie2016 #Hillary2016\n#WeThePeople #tcot\n#WakeUpAmerica http…',negative
'#johnbrennan #CIA email hacked.  Now asking #FBI if he can use #HillaryClinton\'s server.',negative
'\"Joe #Biden\'s decision not to run is good news for a disciplined #HillaryClinton campaign\" https://t.co/0eUdi6XKtu',negative
'RT @Stonewall_77: Dark Reality Of Today\'s \"Utopias\"\nhttps://t.co/6QbYdUbclp\n#Bernie2016 #Hillary2016\n#WeThePeople #tcot\n#WakeUpAmerica http…',negative
'\"It\'s hard to bite the hand that feeds you..\" https://t.co/A31GpTPHMz\n#DemDebate #HillaryClinton #Hillary #Clinton #clinton2016 #Hillary2016',negative
'Megyn Kelly Schooled On New California\'s New Abortion Law (Video) #UnitedBlue #MorningJoe #Hillary2016 https://t.co/W51Zr3kiJ8',negative
'You Won\'t Believe What TV Legend Norman Lear Just Called Donald Trump (Video) #UnitedBlue #MorningJoe #Hillary2016 https://t.co/XPndxv5lsb',negative
'🔵 Is media that doesn\'t follow Benghazi $ really media? #MSMfail15 #HillaryBias #HillaryClinton @allinwithchris https://t.co/rZwYsVDEfu',negative
'James Woods calls out Bernie over China tweet, calls him an \'utter moron\'\nhttps://t.co/1o7qsKVUgX #feelthebern #copolitics #Hillary2016',negative
'Grilling #HillaryClinton on #Benghazi could backfire... Here\'s why https://t.co/d9R6BFXA3g #usa #politics',negative
'Grilling #HillaryClinton on #Benghazi could backfire... Here\'s why https://t.co/N3Jr7mAT9P #usa #politics',negative
'Grilling #HillaryClinton on #Benghazi could backfire... Here\'s why https://t.co/iMR2uI7Jk1 #usa #politics',negative
'Grilling #HillaryClinton on #Benghazi could backfire... Here\'s why https://t.co/fALwIWpKiW #usa #politics',negative
'Grilling #HillaryClinton on #Benghazi could backfire... Here\'s why https://t.co/yp0DWGCmI9 #usa #politics',negative
'Joining @EJDionne on @msnbc today to discuss @JoeBiden\'s announcement and the latest in #Hillary2016 news. Watch at 6 pm ET.',negative
'Polls: Clinton\'s Post-Debate Lead Grows #UnitedBlue #MorningJoe #Hillary2016 https://t.co/s99Ly2HgBp',negative
'watch #Hillary2016 walk back her comment about the republicans bc of #JoeBiden. She is queen of pandering. I\'m sad that Joe will not run :(',negative
'honestly #Hillary2016 makes me quite ill with her new found conveniently timed \'postitons\' #Sanders2016 #FEELtheREAl https://t.co/oGXfXy43Zp',negative
'RT @LIBsouthernGRL: Come on people‼�? Why can\'t you understand�?��? #FeelTheBern #UniteBlue #StopCorporateSocialism #Bernie2016 #Hillary2016 ht…',negative
'Classic @greggutfeld: \"If you remove her gender, she\'s weaker than light beer.\" #hillaryclinton #clintonLIES #TheFive #benghazi',negative
'As GOP Falls Apart, President\'s Approval Rating Hits Two-Year High #UnitedBlue #MorningJoe #Hillary2016 https://t.co/aM9Pi5vpCK',negative
'RT @JenGranholm: Joining @EJDionne on @msnbc today to discuss @JoeBiden\'s announcement and the latest in #Hillary2016 news. Watch at 6 pm E…',negative
'.@HillaryClinton honestly #Hillary2016 makes me quite ill with her new found conveniently timed \'postitons\' #Sanders2016 #FEELtheREAL #p2',negative
'Is the #Benghazi committee nothing but a smear campaign to hurt #HillaryClinton\'s poll #\'s as #KevinMcCarthy accidentally admitted? Y/y not?',negative
'honestly #Hillary2016 makes me quite ill with her new found conveniently timed \'postitons\' #Sanders2016 #FEELtheREAL https://t.co/TSS28u3JL6',negative
'Grilling #HillaryClinton on #Benghazi could backfire... Here\'s why https://t.co/uKKCpvdAFs #usa #politics',negative
'Grilling #HillaryClinton on #Benghazi could backfire... Here\'s why https://t.co/dG68nftBMd #usa #politics',negative
'Grilling #HillaryClinton on #Benghazi could backfire... Here\'s why https://t.co/rgJ4RrK9NS #usa #politics',negative
'Grilling #HillaryClinton on #Benghazi could backfire... Here\'s why https://t.co/NeCM4znyKv #usa #politics',negative
'Grilling #HillaryClinton on #Benghazi could backfire... Here\'s why https://t.co/19UkrVGPTL #usa #politics',negative
'RT @GKMTNtwits: 🔵 Is media that doesn\'t follow Benghazi $ really media? #MSMfail15 #HillaryBias #HillaryClinton @allinwithchris https://t.c…',negative
'RT @nhdogmom: This from #MSNBC / Trump\'s Mexicans are criminals and rapists, headquarters.  #Hillary2016 https://t.co/9wyGeowfz0',negative
'RT @Stonewall_77: Dark Reality Of Today\'s \"Utopias\"\nhttps://t.co/6QbYdUbclp\n#Bernie2016 #Hillary2016\n#WeThePeople #tcot\n#WakeUpAmerica http…',negative
'RT @GKMTNtwits: 🔵 Is media that doesn\'t follow Benghazi $ really media? #MSMfail15 #HillaryBias #HillaryClinton @allinwithchris https://t.c…',negative
'RT @Stonewall_77: Dark Reality Of Today\'s \"Utopias\"\nhttps://t.co/6QbYdUbclp\n#Bernie2016 #Hillary2016\n#WeThePeople #tcot\n#WakeUpAmerica http…',negative
'#Sanders2016 pro #LGBT rights since 70\'s @BernieSanders #FEELtheBERN #FEELtheREAL #DontBeDuped by #Hillary2016 #p2',negative
'RT @ChuckNellis: So, apparently Obama\'s made a deal with @HillaryClinton to keep Biden out &amp; her out of prison? I pray justice is served &amp; …',negative
'RT @JenGranholm: Joining @EJDionne on @msnbc today to discuss @JoeBiden\'s announcement and the latest in #Hillary2016 news. Watch at 6 pm E…',negative
'I don\'t care about what #GOP thinks about #Benghazi. I care they asked for help and #HillaryClinton ignored them &amp; 4 people died as a result',negative
'RT @PuestoLoco: You mean other countries have had female Prime Ministers &amp; the US never has? It\'s time that changed #ImWithHer https://t.co…',negative
'RT @Stonewall_77: Dark Reality Of Today\'s \"Utopias\"\nhttps://t.co/6QbYdUbclp\n#Bernie2016 #Hillary2016\n#WeThePeople #tcot\n#WakeUpAmerica http…',negative
'RT @MiskaPhillip: @_Ash_Bell__ @ProtoAtheist   Liberals Enable Muslims like Obama created funded &amp; protected #ISIS   #Hillary2016  couldn\'t…',negative
'RT @RyanHeathAdams: @HillaryClinton 2016 is your turn.  Our turn.  America\'s turn. #ImWithHer',negative
'RT @SharpestJim: Classic @greggutfeld: \"If you remove her gender, she\'s weaker than light beer.\" #hillaryclinton #clintonLIES #TheFive #ben…',negative
'#HillaryClinton condamne l\'ex-prestataire de la #NSA #EdwardSnowden ► https://t.co/mD3uitWuuO',negative
'RT @NO2USPLUTOCRACY: honestly #Hillary2016 makes me quite ill with her new found conveniently timed \'postitons\' #Sanders2016 #FEELtheREAl h…',negative
'Last week\'s #BernieSanders-#HillaryClinton debate set a TV ratings record for the Democrats: https://t.co/lnyTNm9Om2 https://t.co/VGx9x2w0fi',negative
'RT @Stonewall_77: Dark Reality Of Today\'s \"Utopias\"\nhttps://t.co/6QbYdUbclp\n#Bernie2016 #Hillary2016\n#WeThePeople #tcot\n#WakeUpAmerica http…',negative
'RT @nhdogmom: This from #MSNBC / Trump\'s Mexicans are criminals and rapists, headquarters.  #Hillary2016 https://t.co/9wyGeowfz0',negative
'@Aunggaak @TheFive Just the opposite. It\'s so why GOP wanted #JoeBiden to run: he\'s beatable, #HillaryClinton ain\'t',negative
'RT @Stonewall_77: Dark Reality Of Today\'s \"Utopias\"\nhttps://t.co/6QbYdUbclp\n#Bernie2016 #Hillary2016\n#WeThePeople #tcot\n#WakeUpAmerica http…',negative
'RT @nhdogmom: This from #MSNBC / Trump\'s Mexicans are criminals and rapists, headquarters.  #Hillary2016 https://t.co/9wyGeowfz0',negative
'RT @GKMTNtwits: 🔵 Is media that doesn\'t follow Benghazi $ really media? #MSMfail15 #HillaryBias #HillaryClinton @allinwithchris https://t.c…',negative
'RT @GKMTNtwits: 🔵 Is media that doesn\'t follow Benghazi $ really media? #MSMfail15 #HillaryBias #HillaryClinton @allinwithchris https://t.c…',negative
'RT @nhdogmom: This from #MSNBC / Trump\'s Mexicans are criminals and rapists, headquarters.  #Hillary2016 https://t.co/9wyGeowfz0',negative
'RT @FPMediaDept: What will #JoeBiden on the sidelines mean to #HillaryClinton campaign? @ForeignPolicy\'s @John_Hudson assesses https://t.co…',negative
'Hillary\'s post-debate bump continues https://t.co/rPMQXSRrGp via morning_joe #ImWithHer #Hillary2016 PS @VP that speech was rude.',negative
'RT @nhdogmom: This from #MSNBC / Trump\'s Mexicans are criminals and rapists, headquarters.  #Hillary2016 https://t.co/9wyGeowfz0',negative
'@FoxBusiness @benbernanke R u a moron? It\'s about Donations back to #TheDemocrats like #HillaryClinton $250M bribes https://t.co/9isFvv5XxX',negative
'RT @Stonewall_77: Dark Reality Of Today\'s \"Utopias\"\nhttps://t.co/6QbYdUbclp\n#Bernie2016 #Hillary2016\n#WeThePeople #tcot\n#WakeUpAmerica http…',negative
'RT @ChristinaHell: #HillaryClinton condamne l\'ex-prestataire de la #NSA #EdwardSnowden ► https://t.co/mD3uitWuuO',negative
'RT @HillaryIn2016: Looking on RealClearPolitics, Hillary\'s NH average is now +0.2\%--looks like it\'s really official she\'s back in the lead …',negative
'If #HillaryClinton becomes #president, what will #Bill\'s handle be? First Man? First Adulterer? First to get his trousers down?',negative
'@washingtonpost @pkcapitol I hate he isn\'t running but I am NOT voting for that #HillaryClinton. #DrBenCarson #BernieSanders',negative
'@JoeyCasavecchia what #BenCarson doesn\'t know is #God is a woman and backs #Hillary2016   lol',negative
'RT @Shaughn_A: I wonder how #Huma\'s #BenghaziCommittee hearing is going/went? Did #HillaryClinton prepping her4 this \"debate\" help? http://…',negative
'#HillaryClinton nailed it:    Let\'s face it: Joe Biden\'s message would have flopped with Democrats https://t.co/eSEddI2b4p',negative
'RT @CausetteLeMag: « Je ne suis pas misogyne, mais… » http://t.co/qtTCdaDtXQ - @Poulet_Rotique passe en revue le #sexisme qui s\'abat sur #H…',negative
'RT @JSavoly: As GOP Falls Apart, President\'s Approval Rating Hits Two-Year High #UnitedBlue #MorningJoe #Hillary2016 https://t.co/aM9Pi5vpCK',negative
'RT @nhdogmom: This from #MSNBC / Trump\'s Mexicans are criminals and rapists, headquarters.  #Hillary2016 https://t.co/9wyGeowfz0',negative
'Don\'t miss my cartoon on #Hillary and the Benghazi hearings: https://t.co/vwNhhw3vyJ #Hillary2016 #Benghazi https://t.co/Djl9lV5jx9',negative
'RT @ThompsonToons: Don\'t miss my cartoon on #Hillary and the Benghazi hearings: https://t.co/vwNhhw3vyJ #Hillary2016 #Benghazi https://t.co…',negative
'RT @Stonewall_77: Dark Reality Of Today\'s \"Utopias\"\nhttps://t.co/6QbYdUbclp\n#Bernie2016 #Hillary2016\n#WeThePeople #tcot\n#WakeUpAmerica http…',negative
'RT @ThompsonToons: Don\'t miss my cartoon on #Hillary and the Benghazi hearings: https://t.co/vwNhhw3vyJ #Hillary2016 #Benghazi https://t.co…',negative
'RT @ThompsonToons: Don\'t miss my cartoon on #Hillary and the Benghazi hearings: https://t.co/vwNhhw3vyJ #Hillary2016 #Benghazi https://t.co…',negative
'🔵 Is media that doesn\'t follow Benghazi $ really media? #MSMfail15 #HillaryBias #HillaryClinton @lawrence https://t.co/Gl6q31gFnW',negative
'RT @ErinLCarmichael: These hearings will heal &amp;  #UniteBlue They won\'t lay a glove on her, &amp; anyone counting on FBI charges, will be disapp…',negative
'RT @BBCJonSopel: Does #JoeBiden saying \"i will not be silent\" translate into \'Hillary, don\'t deny success of #Obama record in campaign\' #Hi…',negative
'#JoeSaidNo \nWhy can\'t she?\n\n#tcot #ccot #copolitics #Hillary2016 https://t.co/bjV5cMnKqc',negative
'CNBC\'s GOP debate lineup set for next week https://t.co/QJJG751fVW #UnitedBlue #MorningJoe #Hillary2016',negative
'Ben Carson Doesn\'t Think Voter Suppression Laws Are Racist https://t.co/fdpUQScxq8 #UnitedBlue #MorningJoe #Hillary2016',negative
'RT @Stonewall_77: Dark Reality Of Today\'s \"Utopias\"\nhttps://t.co/6QbYdUbclp\n#Bernie2016 #Hillary2016\n#WeThePeople #tcot\n#WakeUpAmerica http…',negative
'RT @nojokefriend: #JoeSaidNo \nWhy can\'t she?\n\n#tcot #ccot #copolitics #Hillary2016 https://t.co/bjV5cMnKqc',negative
'RT @ChuckNellis: So, apparently Obama\'s made a deal with @HillaryClinton to keep Biden out &amp; her out of prison? I pray justice is served &amp; …',negative
'Last Week\'s Draft Biden cartoon: https://t.co/P4BJxgJ8cb #Biden #Biden2016 #Hillary2016 #HillaryClinton https://t.co/YINqnFQjTC',negative
'RT @NineInchBride: #AcronymTV [44] - #BernieSanders v. #HillaryClinton, Round 1 http://t.co/d9Nj0ejpgK #Bernie\'s ceiling or launch pad? htt…',negative
